CaseLocation,Expenses,LengthAbandoned
3616 W MARKET ST,2305.29,819
3616 WHEELER AVE,533.58,1237
3617 HALE AVE,2585.75,737
3617 PENWAY AVE,3679.22,1514
3617 TWIN OAK LN,0,774
3618 FOREMAN LN,125,243
3618 PARTHENIA AVE,1496.5,459
3618 REGATTA WAY,0,-Inf
3619 DEL PARK TER,433,752
3619 PENWAY AVE,3342.97,1496
3619 W BROADWAY,0,1388
3620 HERMAN ST,1815.13,831
3620 VERMONT AVE,535.75,968
3620 W BROADWAY,268,521
3620 WOODRUFF AVE,1846.75,1257
3621 LENTZ AVE,0,1579
3621 NORTHWESTERN PKY,472.75,830
3621 WHEELER AVE,751,1489
3622 GARLAND AVE,389.75,122
3622 LARKWOOD AVE,364.75,696
3622 PARTHENIA AVE,156.25,1096
3622 STANTON BLVD,0,199
3623 WHEELER AVE,842.29,1535
3624 LARKWOOD AVE,0,689
3624 PARTHENIA AVE,0,1284
3624 RIVER PARK DR,3493,1496
3624 VERMONT AVE,62.5,87
3626 VERMONT AVE,0,78
3626 WOODRUFF AVE,1130.25,1437
3627 PARTHENIA AVE,309.5,1489
3629 PARTHENIA AVE,0,-Inf
3629 RIVER PARK DR,216.5,1205
3631 ELDERWOOD WAY 1,130.54000000000002,1488
3632 GREENWOOD AVE,1803.8,1390
3632 RIVER PARK DR,160.25,368
3633 KAHLERT AVE,1013.5,823
3633 RIVER PARK DR,1731.25,458
3634 BRECKENRIDGE LN,63.5,773
3634 VERMONT AVE,4221.98,1347
3635 GREENWOOD AVE,0,71
3636 CANE RUN RD,2063.89,1163
3636 POWELL AVE,115,999
3637 RIVER PARK DR,108.9,24
3638 MANSLICK RD 1,1510.04,1514
3640 NICHOLS MEADOW CIR,0,1131
3644 VERMONT AVE,1454,1509
3646 PARTHENIA AVE,1347.5,1459
3648 TAYLOR BLVD,171.4,606
3650 HENRY AVE,0,1488
3650 TAYLOR BLVD 101,2101.67,1130
3654 POWELL AVE,93.75,802
3659 NICHOLS MEADOW CIR,406,1081
3663 KAHLERT AVE,329,625
3664 CRAIG AVE,374.2,44
3665 WOODRUFF AVE,427.25,1174
3667 PARTHENIA AVE,0,990
3667 WOODRUFF AVE,330.25,690
3668 CRAIG AVE,3021.59,1426
3668 LENTZ AVE,1551.58,409
3668 WOODRUFF AVE,872.98,220
3670 WHEELER AVE 101,4857.1,1475
3673 WOODRUFF AVE,101.32,305
3674 PARTHENIA AVE,62.5,1020
3677 WHEELER AVE,125,102
3682 CRAIG AVE,0,431
3700 BLUE CREEK CT,0,339
3700 RIPPLE CREEK DR,433,474
3701 KAHLERT AVE,0,802
3701 POWELL AVE,0,802
3703 CUTLER RD,794,977
3703 RALPH AVE,0,347
3704 W MUHAMMAD ALI BLVD,992.04,1431
3705 BARTLETT CT,0,529
3705 FREESTONE CT,0,1180
3705 RIPPLE CREEK DR,216.5,474
3706 SELMA AVE,0,1563
3707 CANOPUS CT,0,1566
3707 CHATHAM RD,0,1179
3707 GREENWOOD AVE,0,29
3707 W BROADWAY,834.29,731
3708 BARDSTOWN RD,95.75,1503
3708 GRAND AVE,571.25,1438
3708 ST FRANCIS AVE,0,1061
3708 VANGUARD DR,265.2,886
3708 W BROADWAY A,4081.98,1376
3709 ENDEAVOR WAY,354.75,256
3709 HOPEWELL RD,0,353
3709 SOUTH PARK RD,1117.5,1390
3710 GRAND AVE,627.7,1543
3710 VERMONT AVE 1,196.5,1572
3710 W BROADWAY,375.58000000000004,612
3711 GREENWICH RD,584.25,362
3711 GREENWOOD AVE,811.75,1492
3711 LENTZ AVE,998.15,1465
3711 ROOSEVELT AVE,520.5,144
3712 LUKEN DR,0,1370
3712 W MUHAMMAD ALI BLVD,2808.5,963
3712 YOUNG AVE,1104,737
3713 CENTER ST,0,1440
3713 GREENWOOD AVE,876.22,753
3714 CENTER ST,1732.65,1550
3714 GRAND AVE,493,1572
3715 ENDEAVOR WAY,1203.75,1290
3715 GREENWOOD AVE,3636.1,1492
3715 PENWAY AVE,281.5,85
3715 RIVER PARK DR,2483.35,1130
3716 CLIFF AVE,0,1095
3717 BASHFORD AVE,782.75,89
3717 ENDEAVOR WAY,0,1109
3717 WARREN AVE,293.26,1314
3718 ROUGE WAY,207,1559
3718 WARREN AVE,0,-Inf
3719 SONOMA LN,433,361
3719 VERMONT AVE,2562.49,1508
3720 GARLAND AVE,1756.9,1559
3720 KAHLERT AVE,4202.5,1563
3720 OBOE DR,203,114
3720 W BROADWAY,1740.7,471
3721 CENTER ST,372,1440
3721 CLIFF AVE,668.75,1249
3721 CRAIG AVE,878.5,1257
3721 GREENWOOD AVE,437,1412
3721 PARKER AVE,4192.02,1452
3721 POWELL AVE,0,1080
3722 CLIFF AVE,4038.77,1566
3722 W BROADWAY,3545.35,1522
3723 CLIFF AVE,317.5,1566
3723 CRAIG AVE,125,1139
3723 W BROADWAY,952,1417
3726 WHEELER AVE,1744,1536
3729 BANK ST,332.75,1569
3729 LENTZ AVE,618,45
3730 KAHLERT AVE,1861.25,802
3730 RIVER PARK DR,1530.74,1151
3732 RIVER PARK DR,0,110
3742 KAHLERT AVE,3567.62,1354
3742 LENTZ AVE,0,459
3745 LENTZ AVE,368,802
3745 POWELL AVE,0,360
3747 POWELL AVE,0,802
3748 KAHLERT AVE,626.25,1354
3751 LENTZ AVE,500.54,1376
3752 KAHLERT AVE,93.75,1094
3753 LENTZ AVE,770.75,431
3753 PARTHENIA AVE,397,1205
3753 PENWAY AVE,203,662
3753 UNION ST,0,418
3754 PENWAY AVE,3271.93,1564
3755 LENTZ AVE,0,802
3756 PENWAY AVE,957.62,1536
3757 CRAIG AVE,3225.4900000000002,1146
3760 PARTHENIA AVE,4240.76,1487
3762 PARTHENIA AVE,0,494
3764 GLENMEADE RD,0,1535
3764 POWELL AVE,0,326
3766 CRAIG AVE,649,1139
380 FARMINGTON AVE,0,5
3800 BLANTON LN,1388.5,1080
3800 E INDIAN TRL,543.94,268
3800 MIAMI AVE,2223.39,1578
3800 POWELL AVE,2102.75,1052
3800 RIVER PARK DR,0,57
3801 CRAIG AVE,216.5,298
3801 GIBSON LN,629.25,25
3801 POWELL AVE,1398,1138
3801 S HURSTBOURNE PKY,0,89
3802 BELQUIN CT,4181.41,1500
3802 MIAMI AVE,2110.64,1578
3802 VERMONT AVE,203,857
3802 W MUHAMMAD ALI BLVD,344.21,1171
3803 BENT OAK CT,304.5,796
3803 GRISSOM WAY,352.21,1573
3803 MELDA LN,344.21,1179
3803 POWELL AVE,4455.17,1517
3803 VERMONT AVE,0,43
3803 W KENTUCKY ST,0,1530
3804 HILLCROSS DR,2175.45,1398
3804 KAHLERT AVE,296.75,838
3804 MIAMI AVE,385.32,1578
3804 RIVER PARK DR,3225.74,1530
3805 BELQUIN PL,771.26,479
3805 MELDA LN,0,1179
3805 PARTHENIA AVE,694.02,170
3805 POWELL AVE,0,1517
3805 W KENTUCKY ST,558,962
3806 W BROADWAY,1546.47,1555
3806 WEWOKA AVE,372.75,1566
3807 ALGONQUIN PKY,2619.41,1152
3807 BANK ST,4448.31,1569
3807 CARPENTER DR,633.61,1559
3807 MIAMI AVE,0,691
3807 RIVEROAKS CIR,2372.13,1055
3807 WEWOKA AVE,2302.19,1552
3808 CANE RUN RD,94,1136
3808 GRAND AVE,558,962
3808 GREENWOOD AVE,204,1492
3808 MIAMI AVE,233,1215
3808 RIVER PARK DR,1485.74,1530
3808 W BROADWAY,1387.22,1555
3809 ATLAS RD,0,339
3809 BANK ST,1030.9299999999998,1082
3809 PARTHENIA AVE,2694.75,1572
3809 RIVER PARK DR,3374.64,1388
3810 7TH STREET RD,0,-Inf
3810 FREEDOM WAY 1,648.02,915
3810 FREEDOM WAY 16,125,1109
3810 FREEDOM WAY 8,62.5,1109
3810 GREENWOOD AVE,438,1492
3810 NORTHUMBERLAND DR,0,1202
3811 DUNCAN ST,0,75
3811 VERMONT AVE 1,855.5,1292
3812 BAYMEADOW DR,1122.91,1192
3812 BONAVENTURE BLVD,43.25,1528
3812 CANE RUN RD,2080.6,1136
3812 NORTHUMBERLAND DR,0,501
3813 ALGONQUIN PKY,4028.71,1572
3813 MAMARONECK RD,0,1179
3814 7TH STREET RD,2599.66,1363
3814 ALFORD AVE,5364,1418
3814 DUNCAN ST,223,114
3815 FOREMAN LN,390.21,1389
3816 CUTLER RD,1215.5,144
3816 DOWNING WAY,0,1179
3816 VERMONT AVE,374.2,830
3818 OBOE DR,575.88,1528
3818 SOUTHERN PKY 101,108.9,1010
3818 VERMONT AVE,993.95,1585
3818 WEWOKA AVE,558.79,1356
3819 GRAND AVE,93.75,124
3819 RIVER PARK DR,1407.72,835
3819 SUSAN LN,127,1521
3820 GARFIELD AVE,328.11,115
3820 OBOE DR 1,0,159
3820 PFLANZ AVE,250,803
3821 E INDIAN TRL,3516.5,737
3821 PARKER AVE,2515.86,1585
3821 SOUTHERN PKY,613.5,745
3822 CANE RUN RD,0,12
3822 RIVER PARK DR,360.75,1417
3822 VERMONT AVE,62.5,824
3823 PARKER AVE,1546.1100000000001,1187
3824 W MAIN ST,555.5,836
3825 ALFORD AVE,1915.55,758
3825 MIAMI AVE,4346.38,1564
3825 W MARKET ST,5406.91,1530
3826 SUNSET AVE,4085.38,1390
3828 DOWNING WAY,0,397
3828 SOUTHERN PKY 1,693.64,725
3828 SUNSET AVE,2800.71,1390
3830 VERMONT AVE,1043.5,1578
3830 W MUHAMMAD ALI BLVD,4243.37,1538
3831 W MARKET ST,3123.75,1163
3832 RIVER PARK DR,0,915
3835 CHATHAM RD,410,1559
3835 HALE AVE,342.97,1438
3837 RIVER PARK DR,62.5,428
3839 SUNSET AVE,4066,1555
3840 W MUHAMMAD ALI BLVD,527.75,836
3841 GRAND AVE,583.94,828
3841 VERMONT AVE,1210.21,1068
3845 PEACHTREE AVE,541.25,1458
3846 W MUHAMMAD ALI BLVD,4918.28,1349
3847 PEACHTREE AVE,0,-Inf
3847 VERMONT AVE,0,844
3900 PARKER AVE,0,830
3901 SCHMITT RD,1167.5,760
3901 W MUHAMMAD ALI BLVD,2638.2,1142
3902 S 5TH ST,0,1006
3903 RIVER PARK DR,2155.7200000000003,628
3904 OAKLAWN DR,0,214
3904 W MAIN ST,1665.04,1585
3905 RIVER PARK DR,5405.85,1453
3906 JEWELL AVE,1785.79,1453
3906 RIVER PARK DR,2952.01,1535
3906 WEWOKA AVE,1415,1227
3907 JEWELL AVE,0,873
3907 VERMONT AVE,690,1236
3907 W MARKET ST 1,0,1027
3908 NORTHWESTERN PKY,1007.5,1228
3908 S 5TH ST,0,1006
3909 BANK ST,1497.72,1431
3910 VERMONT AVE,4202.45,1235
3910 W MUHAMMAD ALI BLVD,532.25,831
3911 JEWELL AVE,1362.15,1516
3911 MIAMI AVE,5366.85,1501
3911 SCHMITT RD,4593.5,1374
3911 SOUTHERN PKY 2,1002.5,1508
3912 RIVER PARK DR,829.25,792
3912 VERMONT AVE,498,472
3913 BANK ST,2943.75,1578
3913 GARFIELD AVE,925.25,799
3913 RIVER PARK DR,1537,1146
3914 VERMONT AVE,1618.25,1353
3914 W MUHAMMAD ALI BLVD,525.29,1192
3915 BANTAM CT,376,780
3916 RIVER PARK DR,559.72,466
3918 GREENWOOD AVE,550.25,1555
3918 NORTHWESTERN PKY,0,170
3918 SOUTH PARK RD,0,367
3919 MIAMI AVE,3321.91,1500
392 N 26TH ST,3026.45,1552
3920 VERMONT AVE,0,831
3921 BANK ST,1708.25,1569
3922 MANNER DALE DR,1308.7,1558
3923 ELLIOTT AVE,3191.33,1417
3925 BANK ST,3099.44,1205
3925 SUNFLOWER AVE,2912.75,1503
3928 PFLANZ AVE,3013.47,1500
3930 S 2ND ST,312.25,1314
3932 PFLANZ AVE,3531.91,1500
3933 NORTHWESTERN PKY,2228.47,1286
3933 S 5TH ST,194,1101
3938 DUPONT CIR,0,745
3939 CENTRAL AVE,0,1187
3940 PFLANZ AVE,4771.18,1500
3956 CRAIG AVE,0,1417
4 BELLA CT,739.5,1230
4 NICHOLS DR,0,-Inf
4 SCENIC HL,0,828
400 MOUNT HOLLY RD,473.76,1514
400 N 38TH ST,246.5,1116
400 PLEASANTVIEW AVE,0,-Inf
4000 GREENWOOD AVE,2487,961
4000 HOPE CT,0,-Inf
4000 SEA WAVE CT,0,789
4000 WILLOWVIEW BLVD,0,425
4001 GRAND AVE,259.47,390
4001 SUNFLOWER AVE,3628.4,1517
4002 E INDIAN TRL,4658.94,1579
4002 GREENWOOD AVE,2875.78,1102
4002 PRESTON HWY,203,773
4002 SEA WAVE CT,38.25,670
4004 GRAND AVE,4589.39,1492
4004 GREENWOOD AVE,752.29,1102
4004 SHEPHERDSVILLE RD,592.25,1405
4005 WILSHIRE AVE,541.25,943
4006 MELDA LN,1266.27,1523
4006 NAOMI DR,866,435
4007 RIVER PARK DR,0,347
4007 W MARKET ST,4268.22,3665
4007 W MUHAMMAD ALI BLVD,138.25,598
4008 BRECKENRIDGE LN,0,1180
4009 BLOSSOMWOOD DR,216.5,397
401 LOUIS COLEMAN JR DR,498,1004
401 N 28TH ST,4325.34,1011
401 N 38TH ST,3096.61,1214
401 S 26TH ST,2856.63,1513
4010 CHURCHMAN AVE,1171.79,1307
4010 E INDIAN TRL,1394.25,1367
4010 WOODRUFF AVE,0,907
4011 FERN VALLEY RD,0,1039
4011 FRANKLIN AVE,914.99,768
4011 NORENE LN,0,1244
4011 SUNSET AVE,0,1172
4012 CHURCHMAN AVE A,0,542
4012 CHURCHMAN AVE C,1397.75,353
4012 LARKWOOD AVE,4903.86,1466
4012 LEES LN,1514.5,1335
4012 NORENE LN,418.5,1074
4013 W BROADWAY,672.75,1075
4014 HALE AVE,0,900
4014 LARKWOOD AVE,3654.65,1466
4015 CHURCHMAN AVE,219.5,1465
4015 FRANKLIN AVE,0,863
4015 SIRATE LN,226,1510
4015 W BROADWAY,194,792
4016 FRANKLIN AVE,210.75,1082
4016 LARKWOOD AVE,5158.88,1466
4016 NORENE LN,329.75,1523
4016 PARTHENIA AVE,794.5,1334
4016 PEACHTREE AVE,426,1138
4017 LEES LN,0,389
4017 LENTZ AVE,4816.07,1272
4017 NAOMI DR,273.25,793
4017 RETREAT RD,3527.73,1517
4017 S 5TH ST,0,1130
4017 W BROADWAY,2236.57,1521
4018 GLEN VALLEY RD,272.5,1145
4018 LARKWOOD AVE,492.94,1306
4019 FRANKLIN AVE,0,1111
4019 PARTHENIA AVE,1340.91,801
4019 RETREAT RD,0,1179
402 DR W J HODGE ST,1782.82,1124
402 LOUIS COLEMAN JR DR,0,900
402 S 20TH ST,3735.5,1480
402 S 26TH ST,108.25,506
4020 CLYDE DR,407.25,689
4020 SOUTHERN PKY,4847.88,541
4020 TAYLOR BLVD,688.72,487
4020 W MUHAMMAD ALI BLVD,1446.25,1389
4021 CHURCHMAN AVE,1278.5,758
4021 PARTHENIA AVE,1469.5,1458
4021 TAYLOR BLVD,256.5,417
4021 W BROADWAY,1003,1075
4021 W MUHAMMAD ALI BLVD,0,43
4022 S 2ND ST,982.5,1522
4022 TAYLOR BLVD,344.75,739
4023 CHURCHMAN AVE,328.75,1465
4023 W BROADWAY 1,1542.75,485
4024 FRANKLIN AVE,304.5,773
4025 RIVEROAKS CIR,0,1202
4025 W MUHAMMAD ALI BLVD,0,983
4026 RIVER PARK DR,93.75,1535
4026 W MUHAMMAD ALI BLVD,0,1355
4027 BUSATH AVE,809.5,1509
4028 RIVER PARK DR,1684.86,702
4029 S 5TH ST,433,17
403 LOUIS COLEMAN JR DR,4926.93,1006
403 N 34TH ST,0,806
403 OLD TOWNE RD,1181.58,1220
403 S 28TH ST,326.25,926
4030 BEECH AVE,1012,655
4032 CHURCHMAN AVE,1580.5,1199
4033 FRANKLIN AVE,754.5,1480
4038 WOODRUFF AVE,132.08,1159
404 BABE DR,0,927
404 DR W J HODGE ST,2825.05,1409
4046 RAUSCH DR,586,1360
4048 CRAWFORD AVE,3189.96,1550
405 BEAU BRUMMELL CT,795.5,527
405 N 39TH ST,3752.36,1557
405 S 27TH ST,1760.26,1529
405 S 28TH ST,279,142
405 S 39TH ST,0,214
405 S 40TH ST,0,394
4055 LA SALLE AVE,0,291
4059 S 5TH ST,0,289
406 LAWTON CT,4366.32,1577
406 N 20TH ST,5864.16,1520
406 N 21ST ST,2083.71,1222
406 S 26TH ST,1034.72,722
406 S 39TH ST,3186.75,1276
406 S 41ST ST,354.62,1166
4061 RICHLAND AVE,139.15,1034
4062 LA SALLE AVE,62.5,205
4063 LA SALLE AVE,1562.04,1471
407 N 28TH ST,1769.94,1500
407 S 18TH ST,1082.75,1530
407 S 27TH ST,1516.01,1529
408 CAMP ST,1122.72,1207
408 DR W J HODGE ST,897.3199999999999,823
408 MARQUETTE DR,246.75,668
408 S BECKLEY STATION RD,387,1138
409 DR W J HODGE ST,4955.33,1410
409 N 20TH ST,0,333
409 S 28TH ST,1223.96,1404
409 W KINGSTON AVE,0,738
410 CAMP ST,1297.92,1207
410 DR W J HODGE ST,0,107
410 E BRECKINRIDGE ST,28,80
410 N 20TH ST,5572.5,1475
410 N 44TH ST,3476.2200000000003,1571
410 S 26TH ST,2161.47,1433
410 S 28TH ST,3223.11,1507
410 W LANSING AVE,374.25,1514
4100 FOREMAN LN,897,786
4100 HOPEWELL RD,0,663
4100 LEES LN,4645.54,1528
4100 S BROOK ST,543.94,537
4101 HUNSINGER WOODS PL,203,492
4101 W BROADWAY,2275.25,1417
4102 PECUNNIE WAY,654.5,1558
4102 RETREAT RD,866,460
4102 SANFORD AVE,0,1556
4103 ESTATE DR,1112,1200
4103 VALLEY STATION RD,1985,1185
4104 ESTATE DR,374.2,331
4104 LA SALLE AVE,2760.75,548
4104 S 3RD ST,0,738
4104 SANFORD AVE,1035.62,1556
4104 SUNSET AVE,0,1320
4105 DIENES WAY,1695.75,1376
4105 GLEN HILL MANOR DR,406,194
4105 GREENWOOD AVE,4247.67,1566
4105 QUIET WAY,0,719
4105 W MAIN ST,93.75,835
4105 WILSHIRE AVE,3020.19,1304
4106 QUIET WAY,473,418
4106 RIEDLEY RD,0,330
4107 BUBBLING OVER DR,0,-Inf
4107 DELLAFAY DR,0,1564
4107 GREENWOOD AVE,518,619
4107 LAKE DREAMLAND RD,0,1004
4107 VERMONT AVE,4911.77,1584
4107 W MAIN ST,2897.58,835
4108 LARKWOOD AVE,733.68,990
4108 RIVER PARK DR,1867.08,1025
4108 SUNFLOWER AVE,613.68,1163
4108 VERMONT AVE,1934.91,1566
4109 GRAF DR,0,1074
4109 S 5TH ST,0,-Inf
4109 S BROOK ST,1894.54,1202
4109 SHADY VILLA DR,0,1564
4109 W MUHAMMAD ALI BLVD,4195.79,1192
411 BROMWELL DR,0,1076
411 IOWA AVE 1,184.98,1503
411 IOWA AVE 2,64.5,1454
411 M ST,1060.25,1437
411 N 38TH ST,1157.62,698
411 S 18TH ST,3925.07,1524
411 S 27TH ST,2542.94,1523
4110 CARBINE LN,429,1510
4110 MANNER DALE DR,1069.5,828
4110 PIRATE LN,0,1500
4110 RIEDLEY RD,669.69,983
4110 W BROADWAY,4664.13,1503
4111 MELDA LN,0,1480
4112 RIVER PARK DR,481,1570
4112 S 2ND ST,0,-Inf
4113 GINGERWOOD DR,203,492
4113 RIVER PARK DR,588,1172
4114 BANK ST,0,-Inf
4114 S 3RD ST,203,86
4114 WHEELER AVE,4614.1,1487
4114 WINNROSE WAY,0,1230
4115 CHURCHMAN AVE,1621,1131
4115 NORENE LN,937,1206
4115 RIVER PARK DR,1433.25,1527
4116 VERMONT AVE,2696.16,1186
4117 HALE AVE,688.75,248
4117 LAKE DREAMLAND RD,0,677
4117 W MUHAMMAD ALI BLVD,64.5,1538
4118 LARKWOOD AVE,479,1466
4118 MIMOSA VIEW DR,0,1151
4119 CRAIG AVE,797.75,1089
4119 S 2ND ST,0,-Inf
4119 WIMPOLE RD,123.3225,1549
412 E KENWOOD DR,0,1188
412 E LEE ST,0,108
412 KENNY BLVD,0,703
412 N 26TH ST,2208.99,1507
412 S 26TH ST,354.75,207
412 S 27TH ST,2224.91,1529
412 S 38TH ST,1197.4299999999998,1381
4120 E INDIAN TRL,469.76,1535
4120 HAZELWOOD AVE,1488.25,964
4120 LAKE DREAMLAND RD,759.65,1075
4120 LEDYARD RD,0,977
4121 LA SALLE AVE,767.5,758
4121 MIMOSA VIEW DR,433,474
4121 W BROADWAY,2756.3,1403
4123 LARKWOOD AVE,311.55,408
4125 RIVER PARK DR,147.72,823
4126 E INDIAN TRL,661.5,1405
4126 ROOSEVELT AVE,734.5,404
4127 NORTHUMBERLAND DR,0,1152
4127 S 2ND ST,0,-Inf
4128 HILLVIEW AVE,841.68,445
4128 RIVER PARK DR,452,1513
4128 S 5TH ST,1683.71,1535
4128 WILSHIRE AVE,5531.28,1304
413 DR W J HODGE ST,1204.83,557
413 E BRANDEIS AVE,0,1291
413 S 18TH ST,2339.12,1418
413 S 38TH ST,609,39
413 S 40TH ST,1247.5,346
413 WASHBURN AVE,0,313
4130 S 5TH ST,2648.41,1545
4131 GREENWOOD AVE,554.15,1556
4131 LARKWOOD AVE,483.04,1500
4132 GREENWOOD AVE,1799.45,1341
4132 S 5TH ST,0,1509
4133 GREENWOOD AVE,7244.74,1522
4133 LARKWOOD AVE,1763.01,1559
4133 W BROADWAY,675,369
4134 GREENWOOD AVE,324.75,128
4134 LARKWOOD AVE,0,1074
4135 LA SALLE AVE,236.5,758
4135 W BROADWAY,608,165
4136 W BROADWAY,504,901
4136 W MARKET ST,0,866
4137 S 5TH ST,0,464
4138 W BROADWAY,5716.24,1520
4139 FORDSON WAY,62.5,1017
4139 GREENWOOD AVE,3601,1410
414 FREEMAN AVE,1038.25,1461
414 N 20TH ST,4133.76,1198
414 N 26TH ST,4671.5,1510
414 N 28TH ST,242.72,1198
414 N 38TH ST,454.25,1277
414 S 27TH ST,2520.62,1529
4140 FORDSON WAY,4522.21,1543
4140 LARKWOOD AVE,3341.2,1500
4141 DOVER RD,0,1446
4141 VIRGINIA AVE,1552.5,1389
4142 GREENWOOD AVE,1554.97,498
4142 RESERVOIR AVE,136.36,11
4142 W BROADWAY,5146.47,1501
4142 W MARKET ST,1264,849
4142 WHEELER AVE,47,1158
4144 GREENWOOD AVE,1898.97,1011
4144 W MARKET ST,757.75,856
4145 WHEELER AVE,390.25,116
4147 S 5TH ST,4982.02,1173
4147 SUNSET AVE,0,110
4148 W MARKET ST,4868.49,1564
4149 CRAIG AVE,324.5,737
4149 W MARKET ST,344.75,1184
415 M ST,324.75,787
415 MARRET AVE,0,779
415 N 38TH ST,0,89
415 S 27TH ST,675.76,1529
415 S 28TH ST,1157.5,970
415 W KENTON ST,0,732
4151 CHURCHMAN AVE,2980.14,1405
4151 S 5TH ST,0,421
4153 HALE AVE,2719.4,1461
4154 HAZELWOOD AVE,216.5,51
4154 WHEELER AVE,498,103
4155 HALE AVE,216.5,824
416 DR W J HODGE ST,1358.75,1124
416 IOWA AVE,602.74,689
416 N 44TH ST,2893.15,754
416 WINKLER AVE,401.5,396
4162 HAZELWOOD AVE,1995.19,242
4162 LA SALLE AVE,93.75,144
417 LOUIS COLEMAN JR DR,805,785
417 MARRET AVE,0,779
417 N 20TH ST,0,487
417 S 27TH ST,247.75,498
4177 RESERVOIR AVE,1446.15,1416
418 E BRANDEIS AVE,354.75,1129
418 WINKLER AVE,216.5,396
419 CAMP ST,471,1451
419 MARQUETTE DR,125,1144
419 MONTANA AVE,1208.9,999
419 N 28TH ST,656.72,592
419 S 27TH ST,2396.5,1433
419 SHELBY PKY,101.5,767
4192 SHERMAN AVE,406,1480
4193 BLENHEIM RD,1097.92,138
420 E OAK ST,2205,551
420 LOUIS COLEMAN JR DR,889.75,241
420 N 22ND ST,250,940
420 N 24TH ST,389.75,1011
4200 BUBBLING OVER DR,1157.94,1584
4200 WALLINGFORD LN,1580.5,717
4200 WINNROSE WAY,848.69,492
4201 BUBBLING OVER DR,324.75,901
4201 NARCISSUS DR,0,1109
4202 BROOKHAVEN AVE,0,851
4202 HALE AVE,0,661
4203 LARKWOOD AVE 1,952.3199999999999,971
4203 WILMOTH AVE,881,1446
4205 W MARKET ST,501,1418
4206 FORDSON WAY,4638.4400000000005,1543
4206 WILMOTH AVE,222.54,1080
4207 BUBBLING OVER DR,714.5,345
4207 KENTON AVE,668.95,522
4207 VERMONT AVE,3135.66,1415
4207 WOODGATE LN,0,1180
4208 BLOSSOMWOOD DR,0,1566
4208 BUXTON DR,0,716
4208 DOVER RD,1312.04,276
4208 LAURA AVE,294.3,675
4208 VIRGINIA AVE,4446.23,1544
4209 BELRAD DR,0,975
4209 GLEN HILL MANOR DR,3828.75,1439
4209 LA SALLE AVE,2469.26,1454
4209 LAKE DREAMLAND RD,830.5799999999999,635
421 M ST,596.5,220
421 MARRET AVE,0,1200
421 N 28TH ST,3595,1272
421 N 42ND ST,1842.63,1380
421 S 27TH ST,31.25,89
4210 BROWNS LN,2994.11,1230
4210 LAMBERT AVE,0,1179
4210 S 3RD ST,0,724
4211 LAKE DREAMLAND RD,753.7199999999999,635
4211 LEES LN,2566.45,551
4211 ROOSEVELT AVE,0,822
4211 VERMONT AVE,3996.08,1584
4211 W MARKET ST,236.5,1109
4212 ALGONQUIN PKY,5191.95,1565
4212 HAZELWOOD AVE,643,115
4212 S 1ST ST,1592.49,660
4212 WINE CELLAR CT,0,786
4213 BARDSTOWN RD,935,1424
4213 W MARKET ST,0,836
4213 WILMOTH AVE,0,344
4213 WINNROSE WAY,0,12
4214 FORDSON WAY,714.5699999999999,1543
4214 GREENWOOD AVE,1803.69,1191
4214 KENTON AVE,0,1151
4214 LAURA AVE,373.28999999999996,709
4214 VERMONT AVE,1388.02,1398
4214 WINE CELLAR CT,259.47,438
4215 LA SALLE AVE,735,1381
4215 QUIET WAY,922.24,716
4215 SUNSET AVE,108.25,12
4216 E INDIAN TRL,5620.82,1520
4216 GREENWOOD AVE,1176.75,498
4216 VIRGINIA AVE,203,1209
4217 SUNSET AVE,375,1472
4219 GRAND AVE,0,-Inf
422 DR W J HODGE ST,495.97,1410
422 MONTANA AVE,1836,1369
422 WINKLER AVE,320.86,1165
4220 WILSHIRE AVE,93.75,46
4221 POPPY AVE,389.5,114
4222 VIRGINIA AVE,344.5,192
4224 BUXTON DR,0,367
4224 CLARK ST,410,1412
4224 SUNSET AVE,498.94,1172
4224 VIRGINIA AVE,3013.96,1389
4224 WHEELER AVE,387.5,1201
4225 VERMONT AVE,324.5,743
4226 NEWPORT RD,599.1,1262
4226 VIRGINIA AVE,1165.73,1117
4227 FORDSON WAY,1548,1089
4228 LEE AVE,778.5,1404
4229 HALE AVE,2238.09,1198
423 E LEE ST,0,1074
423 E ORMSBY AVE,3471.26,1538
423 MARRET AVE,62.5,1222
423 N 22ND ST,919.26,1530
423 N 42ND ST,3351.54,1550
4230 NEWPORT RD 1,540.45,1208
4230 VIRGINIA AVE,0,96
424 DR W J HODGE ST,262.5,1410
424 M ST,0,1159
424 S 24TH ST,822.75,708
4240 WESTPORT TER,0,1419
4242 VERMONT AVE,0,376
4243 PRESTON HWY,1489,456
4244 ALLMOND AVE,229.47,1167
4246 FREEMAN AVE,3700.75,1376
4247 ALLMOND AVE,0,527
425 HEYWOOD AVE,125,712
425 M ST,5861.69,1522
425 N 22ND ST,1562.01,1530
425 N 28TH ST,5199.7,1570
425 N 38TH ST,338.5,1242
425 N 41ST ST,0,88
425 N 42ND ST,815.2,1346
425 WINKLER AVE,97,1375
4256 LOUISVILLE AVE,1590.8999999999999,1166
4257 ALLMOND AVE,0,1059
426 DR W J HODGE ST,0,1410
426 HARRIS PL,0,1152
426 M ST,302.48,796
426 S 24TH ST,233,444
426 S 28TH ST,2346.73,1459
